47.9,25.4,-0.1,33.036,0,33.589,0,30.365,0.046,-1
48.2,25.4,0,32.898,-0.138,33.819,0.23,30.227,-0.138,-1
49.4,25.1,-0.3,32.944,0.046,33.957,0.138,30.273,0.046,-1
49.8,24.9,-0.2,33.036,0.092,34.234,0.276,30.365,0.092,-1
50.4,24.8,-0.1,33.175,0.138,34.28,0.046,30.734,0.368,-1
50.5,24.9,0.1,33.359,0.184,34.418,0.138,31.056,0.322,0
50.4,25,0.1,33.451,0.092,34.464,0.046,31.425,0.368,0
50.2,25.1,0.1,33.359,-0.092,34.418,-0.046,31.977,0.553,0
50.1,25.3,0.2,33.405,0.046,34.234,-0.184,32.253,0.276,-1
49.8,25.5,0.2,32.898,-0.507,33.773,-0.461,31.563,-0.691,-1
49.7,25.5,0,32.898,0,33.451,-0.322,31.286,-0.276,0
49.9,25.3,-0.2,32.944,0.046,33.267,-0.184,31.01,-0.276,0
49.9,25.1,-0.2,32.99,0.046,33.128,-0.138,30.964,-0.046,0
50.1,25,-0.1,32.898,-0.092,33.036,-0.092,30.642,-0.322,0
50.9,24.7,-0.3,32.852,-0.046,32.99,-0.046,30.872,0.23,0
51.2,24.7,0,32.898,0.046,33.128,0.138,31.148,0.276,0
51.1,24.7,0,32.898,0,33.221,0.092,31.609,0.461,0
51.1,24.8,0.1,32.852,-0.046,33.313,0.092,32.069,0.461,0
51,25,0.2,33.082,0.23,33.497,0.184,32.438,0.368,0
50.9,25.2,0.2,33.405,0.322,33.681,0.184,32.622,0.184,0
50.6,25.3,0.1,33.175,-0.23,33.497,-0.184,32.069,-0.553,-1
50.4,25.2,-0.1,33.036,-0.138,33.313,-0.184,31.471,-0.599,-1
50.6,25,-0.2,32.898,-0.138,33.221,-0.092,31.148,-0.322,-1
50.7,24.8,-0.2,32.852,-0.046,33.128,-0.092,30.918,-0.23,-1
51,24.7,-0.1,32.714,-0.138,33.036,-0.092,30.78,-0.138,-1
51.1,24.5,-0.2,32.806,0.092,32.99,-0.046,30.734,-0.046,-1
51.3,24.3,-0.2,32.622,-0.184,32.944,-0.046,30.504,-0.23,-1
51.6,24.1,-0.2,32.484,-0.138,32.806,-0.138,30.319,-0.184,-1
51.9,24.1,0,32.3,-0.184,32.668,-0.138,30.089,-0.23,-2
51.9,23.9,-0.2,32.023,-0.276,32.576,-0.092,29.905,-0.184,-2
52.1,23.7,-0.2,31.655,-0.368,32.484,-0.092,29.859,-0.046,-2
52.2,23.6,-0.1,31.471,-0.184,32.346,-0.138,29.767,-0.092,-2
52.3,23.6,0,31.425,-0.046,32.253,-0.092,29.813,0.046,-2
53.6,23.5,-0.1,31.517,0.092,32.346,0.092,30.043,0.23,-1
53.9,23.6,0.1,31.517,0,32.438,0.092,30.504,0.461,-1
53.9,23.7,0.1,31.747,0.23,32.576,0.138,31.01,0.507,-1
53.7,23.8,0.1,32.253,0.507,32.852,0.276,31.609,0.599,-1
53.2,24,0.2,32.668,0.414,33.036,0.184,31.793,0.184,-1
52.7,24.2,0.2,32.668,0,33.082,0.046,31.563,-0.23,-1
52.2,24.3,0.1,32.53,-0.138,32.944,-0.138,31.148,-0.414,-1
51.2,24.3,0,32.53,0,32.806,-0.138,30.872,-0.276,-2
52.6,24.1,-0.2,32.576,0.046,32.806,0,30.596,-0.276,-2
52.6,24,-0.1,32.392,-0.184,32.714,-0.092,30.365,-0.23,-2
52.6,23.9,-0.1,32.161,-0.23,32.576,-0.138,30.181,-0.184,-2
52.6,23.7,-0.2,32.115,-0.046,32.53,-0.046,30.089,-0.092,-2
51.6,23.6,-0.1,31.977,-0.138,32.346,-0.184,29.767,-0.322,-2
51.6,23.6,0,31.885,-0.092,32.3,-0.046,29.767,0,-2
52.7,23.5,-0.1,31.793,-0.092,32.253,-0.046,29.582,-0.184,-2
52.7,23.5,0,31.563,-0.23,32.115,-0.138,29.49,-0.092,-2
52.7,23.3,-0.2,31.379,-0.184,32.069,-0.046,29.444,-0.046,-2
52.8,23.2,-0.1,31.379,0,32.023,-0.046,29.26,-0.184,-2
53.5,23.1,-0.1,31.102,-0.276,32.023,0,29.398,0.138,-1
54.7,23.1,0,31.056,-0.046,32.023,0,29.582,0.184,-1
54.7,23.2,0.1,31.286,0.23,32.161,0.138,29.859,0.276,-1
54.9,23.3,0.1,31.977,0.691,32.207,0.046,30.642,0.783,0
54.1,23.4,0.1,32.346,0.368,32.53,0.322,31.102,0.461,0
52.9,23.7,0.3,32.668,0.322,32.714,0.184,31.425,0.322,0
54.2,24,0.3,33.082,0.414,32.484,-0.23,31.24,-0.184,1
53.5,24.4,0.4,33.267,0.184,33.036,0.553,31.885,0.645,1
52.9,24.9,0.5,33.497,0.23,33.589,0.553,32.438,0.553,1
52.5,25.3,0.4,33.773,0.276,33.911,0.322,32.668,0.23,1
52,25.8,0.5,33.911,0.138,34.142,0.23,32.852,0.184,2
52.1,26.1,0.3,34.096,0.184,34.372,0.23,33.036,0.184,2
51.9,26.4,0.3,34.188,0.092,34.464,0.092,33.128,0.092,2
51.8,26.7,0.3,34.28,0.092,34.602,0.138,33.313,0.184,2
50.7,26.8,0.1,34.372,0.092,34.694,0.092,33.451,0.138,2
50.3,27.1,0.3,34.464,0.092,34.786,0.092,33.589,0.138,2
48.4,27.4,0.3,34.556,0.092,34.832,0.046,33.635,0.046,2
50.2,27.7,0.3,34.602,0.046,34.878,0.046,33.727,0.092,2
49.7,27.8,0.1,34.556,-0.046,34.832,-0.046,33.727,0,2
49.2,27.9,0.1,34.602,0.046,34.878,0.046,33.773,0.046,2
49.4,28.1,0.2,34.556,-0.046,34.925,0.046,33.819,0.046,2
47.9,28.2,0.1,34.648,0.092,34.971,0.046,33.865,0.046,2
49,28.4,0.2,34.74,0.092,35.017,0.046,34.003,0.138,2
49,28.6,0.2,34.786,0.046,35.017,0,34.05,0.046,2
48.6,28.6,0,34.878,0.092,35.109,0.092,34.142,0.092,2
48.8,28.7,0.1,35.017,0.138,35.201,0.092,34.28,0.138,2
48.4,28.8,0.1,35.109,0.092,35.293,0.092,34.418,0.138,2
48.5,28.9,0.1,35.201,0.092,35.385,0.092,34.51,0.092,2
48.6,29.1,0.2,35.201,0,35.431,0.046,34.556,0.046,3
48.1,29.2,0.1,35.293,0.092,35.477,0.046,34.648,0.092,3
48.5,29.3,0.1,35.385,0.092,35.523,0.046,34.74,0.092,3
47.5,29.3,0,35.339,-0.046,35.569,0.046,34.694,-0.046,3
48.8,29.5,0.2,35.385,0.046,35.477,-0.092,34.74,0.046,3
47.9,29.7,0.2,35.339,-0.046,35.523,0.046,34.694,-0.046,3
48,29.6,-0.1,35.385,0.046,35.569,0.046,34.786,0.092,3
47.2,29.7,0.1,35.385,0,35.569,0,34.878,0.092,3
46.4,29.8,0.1,35.385,0,35.569,0,34.878,0,3
46.5,29.8,0,35.385,0,35.569,0,34.832,-0.046,3
46.1,29.7,-0.1,35.339,-0.046,35.477,-0.092,34.786,-0.046,3
46.2,29.8,0.1,35.385,0.046,35.523,0.046,34.786,0,3
45,29.7,-0.1,35.431,0.046,35.569,0.046,34.832,0.046,3
46.2,29.6,-0.1,35.339,-0.092,35.523,-0.046,34.74,-0.092,2
46.6,29.5,-0.1,35.247,-0.092,35.385,-0.138,34.372,-0.368,2
46.5,29.5,0,35.017,-0.23,35.155,-0.23,33.865,-0.507,2
46.6,29.2,-0.3,34.878,-0.138,34.878,-0.276,33.543,-0.322,1
46.6,28.9,-0.3,34.832,-0.046,34.74,-0.138,33.497,-0.046,1
46.8,28.7,-0.2,34.832,0,34.694,-0.046,33.543,0.046,1
47,28.5,-0.2,34.74,-0.092,34.694,0,33.451,-0.092,1
47.2,28.2,-0.3,34.51,-0.23,34.602,-0.092,32.944,-0.507,1
47.3,27.9,-0.3,33.865,-0.645,34.326,-0.276,32.484,-0.461,1
47.7,27.5,-0.4,34.003,0.138,34.188,-0.138,32.714,0.23,1
48.5,27.3,-0.2,34.096,0.092,34.188,0,32.714,0,1
49.2,27.2,-0.1,33.911,-0.184,34.28,0.092,32.576,-0.138,1
49.2,27,-0.2,33.957,0.046,34.28,0,32.99,0.414,1
48.2,27.1,0.1,33.911,-0.046,34.234,-0.046,33.221,0.23,1
49.4,27.1,0,33.865,-0.046,34.234,0,33.221,0,1
49.5,27.1,0,33.819,-0.046,34.142,-0.092,32.99,-0.23,1
49.7,27.2,0.1,33.819,0,34.05,-0.092,32.714,-0.276,1
49.5,27.1,-0.1,33.589,-0.23,33.865,-0.184,32.023,-0.691,1
49.5,27,-0.1,33.497,-0.092,33.727,-0.138,31.517,-0.507,1
49.6,26.8,-0.2,33.405,-0.092,33.773,0.046,31.977,0.461,1
